"No.","Time","Source","Destination","Protocol","Length","Info"
"5929","207.291000","","","IEEE 802.15.4","7","Ack"
"5930","207.321000","00:12:74:15:00:15:15:15","00:12:74:01:00:01:01:01","6LoWPAN","106","Data, Dst: NitLab_01:00:01:01:01, Src: NitLab_15:00:15:15:15"
"5931","207.322000","","","IEEE 802.15.4","7","Ack"
"5932","207.326000","2002:db8::212:7409:9:909","2002:db8::1","UDP","36","Source port: 8775  Destination port: ggz"
"5933","207.328000","","","IEEE 802.15.4","7","Ack"
"5934","208.173000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5935","208.177000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5936","208.181000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5937","208.185000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5938","208.191000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5939","208.197000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5940","208.203000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5941","208.207000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5942","208.211000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5943","208.215000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5944","208.222000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5945","208.229000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5946","208.234000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5947","208.239000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5948","208.244000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5949","208.247000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5950","208.250000","fe80::212:7415:15:1515","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
