second,src,dst,packetcount,src_ratio,dst_ratio,src_duration_ratio,dst_duration_ratio,TotalPacketDuration,TotalPacketLenght,src_packet_ratio,dst_packet_ratio,DioCount,DisCount,DaoCount,OtherMsg
79.0,33,41,23,0.1554054,0.2027027,0.06944551,0.13636714,0.05500030517578125,1794,0.14316495,0.1867369,0,0,23,0
79.0,40,22,4,0.22297297,0.074324325,0.095956,0.0050477805,0.0019989013671875,312,0.25401005,0.068470195,0,0,4,0
79.0,24,44,4,0.027027028,0.4662162,0.0012619451,0.6363575,0.00099945068359375,396,0.031601626,0.50825953,4,0,0,0
79.0,23,22,1,0.006756757,0.074324325,0.0,0.0050477805,0.0,78,0.006224563,0.068470195,0,0,1,0
79.0,28,44,14,0.0945946,0.4662162,0.11363286,0.6363575,0.089996337890625,924,0.07373713,0.50825953,0,14,0,1079
80.0,28,44,81,0.38942307,0.50961536,0.40410498,0.5753936,0.39400482177734375,5346,0.3388477,0.4957216,0,81,0,1160
80.0,33,41,28,0.13461539,0.47596154,0.05846036,0.3784469,0.05699920654296875,2184,0.13842936,0.48944667,0,0,28,0
80.0,25,41,62,0.29807693,0.47596154,0.3179364,0.3784469,0.30998992919921875,4836,0.30652216,0.48944667,0,0,62,0
80.0,34,41,9,0.043269232,0.47596154,0.0020501425,0.3784469,0.0019989013671875,702,0.04449515,0.48944667,0,0,9,0
80.0,24,44,25,0.120192304,0.50961536,0.17128861,0.5753936,0.1670074462890625,2475,0.15687393,0.4957216,25,0,0,0
80.0,38,23,3,0.014423077,0.014423077,0.046159506,0.046159506,0.04500579833984375,234,0.014831717,0.014831717,0,0,3,0
81.0,38,23,2,0.013071896,0.013071896,0.0009984528,0.0009984528,0.00099945068359375,156,0.014814815,0.014814815,0,0,2,0
81.0,28,44,117,0.7647059,0.7647059,0.86514026,0.86514026,0.8660049438476562,7722,0.73333335,0.73333335,0,117,0,1277
81.0,25,41,7,0.045751635,0.22222222,0.0019969055,0.13386127,0.0019989013671875,546,0.05185185,0.25185186,0,0,7,0
81.0,33,41,27,0.1764706,0.22222222,0.13186437,0.13386127,0.13199615478515625,2106,0.2,0.25185186,0,0,27,0
82.0,28,44,52,0.6933333,0.6933333,0.8501559,0.8501559,0.8510055541992188,3432,0.6567164,0.6567164,0,52,0,1329
82.0,37,40,5,0.06666667,0.06666667,0.059937652,0.059937652,0.05999755859375,390,0.07462686,0.07462686,0,0,5,0
82.0,25,41,18,0.24,0.24,0.089906484,0.089906484,0.089996337890625,1404,0.26865673,0.26865673,0,0,18,0
83.0,28,44,100,0.729927,0.729927,0.9232315,0.9232315,0.9500045776367188,6600,0.69576216,0.69576216,0,100,0,1429
83.0,25,41,20,0.1459854,0.270073,0.0048564207,0.07676852,0.00499725341796875,1560,0.16445288,0.3042378,0,0,20,0
83.0,33,41,17,0.124087594,0.270073,0.071912095,0.07676852,0.07399749755859375,1326,0.13978495,0.3042378,0,0,17,0
84.0,28,44,74,0.77894735,1.0,0.96450704,1.0,0.9510040283203125,4884,0.7014218,1.0,0,74,0,1503
